Save that I weigh 145 today,None,
Save the current note,note.create_note,
save the date may 17 pictures party,Calendar.Create_Calendar_Entry,calendar.start_date->may 17;calendar.title->pictures party;
Save this email address lose at win stream dot net,None,
say my name,None,
schaumburg covenant church schaumburg illinois please,FindPlaces,places.place_name->schaumburg covenant church;AbsoluteLocation->schaumburg illinois;
schedule appointment for tomorrow please,Calendar.Create_Calendar_Entry,calendar.start_date->tomorrow;
scratch shampoo from list,None,
screen rotation off,OnDevice.Settings.Off,ondevice.setting_type->screen rotation;
search dearham swimming pool timetable,GetHours,AbsoluteLocation->dearham;places.place_type->swimming pool;
Search for hindi movies please,None,
search for latest contacts,communication.find_contact,
Search for meetings with Chris,Calendar.Find_Calendar_Entry,calendar.title->meetings with Chris;
Search for the massage reminder,reminder.find_reminder,reminder.reminder_text->massage;
Search for the nighttime TV show that Denzel Washington starred in .,None,
search Machinima in the marketplace,None,
search milkshake in the marketplace,None,
search out blast in the marketplace,None,
search romantic in the marketplace,None,
search the marketplace for adobe,None,
search the marketplace for wreck it ralph,None,
search the store for carousel,None,
search the store for sport,None,
search the store for team fortress,None,
search Zumba Fitness in the marketplace,None,
sears appliance drop off please,None,
seastar bellevue reservations please,Places_CreateReservation,places.place_name->seastar;AbsoluteLocation->bellevue;
second one please,None,
select item number ten,None,
Select my current location,ShowMap,
Select the 5th item,None,
send a text message that i am driving,communication.send_text,communication.message->i am driving;
send an email to jacob8547black@gmail.com,SendEmail,
send birthday card to robert,None,
send email hello,SendEmail,communication.message->hello;
send lighter fluid to onenote,None,
send more please,communication.communication_other,
send text saying i am busy,Comunication_IgnoreIncoming,communication.message->i am busy;
send text to this incoming caller,Comunication_IgnoreIncoming,
septa bus please,None,
set a reminder for may twenty fifth,reminder.create_single_reminder,reminder.start_date->may twenty fifth;
set an alarm for tomorrow 10:00 PM,Set_Alarm,
Set an event on edwardsville pa gym today,Calendar.Create_Calendar_Entry,AbsoluteLocation->edwardsville pa;calendar.implicit_location->gym;calendar.start_date->today;
Set appointment at lee nails,Calendar.Create_Calendar_Entry,calendar.title->appointment at lee nails;
set brightness to medium,ondevice.open_setting,ondevice.setting_type->brightness;
set call forwarding off,Communication_Forwarding_Disable,
set lights bright,OnDevice.Settings.Lights.On,
set lights out bedroom,None,
Set mamma on key one,None,
set speaker to normal,communication.speakerphone_off,communication.audio_device_type->speaker;
set speed dial,communication.set_speeddial,
set speed dial off,communication.query_speeddial,
set speed dial two,communication.set_speeddial,communication.speed_dial->two;
set up speed dial,communication.set_speeddial,
settings phone,ondevice.open_setting,
Setup please,None,
show all comedy shows,None,
show all programming on tv cast,None,
show average rainfall for boise,weather.check_weather_facts,weather.weather_condition->rainfall;weather.absolute_location->boise;
show map for indiana dunes dogs allowed,ShowMap,places.place_name->indiana dunes;places.amenities->dogs allowed;
Show me a list of awesome middle schools,None,
Show me a restaurant that is kid friendly,FindPlaces,places.place_type->restaurant;places.atmosphere->kid friendly;
show me all the coffee shops nearby within 5 miles and their phone numbers,FindPlaces,places.place_type->coffee shops;places.nearby->nearby;places.distance->within 5 miles;
show me battery,None,
Show me cat videos,None,
show me concert tickets for the century link field stadium please,None,
show me detailed instructions for filing a bug,None,
show me detour,None,
show me directions from Seattle,GetRoute,
show me drama but do not include kevin spacey,None,
Show me driving directions from akaka falls,GetRoute,places.transportation_type->driving;places.from_place_name->akaka falls;
Show me five star games or pc,None,
show me how to file a bug,None,
show me map of Sydney,ShowMap,
show me more help topics,None,
show me my wifi signal strength,ondevice.open_setting,ondevice.setting_type->wifi;
Show me nationwide insurance contact number,GetPhoneNumber,places.place_name->nationwide insurance;
show me new chinese eateries,FindPlaces,places.atmosphere->new;places.place_type->chinese eateries;
show me regal cinemas simi valley showtimes,None,
show me rv park reviews,places.get_reviews,places.place_type->rv park;
show me streetsborough ohio accidents,Places.Check_Accident,AbsoluteLocation->streetsborough ohio;
show me the 1 rated programs,None,
Show me the application bar,None,
show me the call forwarding settings,communication.forwarding_status,
Show me the marquee cinemas new hartford ny showtimes,None,
show me the nearest hospitals in indore,FindPlaces,
show me the next,None,
Show me the next five places,places.show_next,places.time->next;places.results_number->five;
Show me the next four places,places.show_next,places.results_number->four;
show me the next message,communication.show_next,
show me the next note,note.show_next,
show me the next please,None,
Show me the next six places,places.show_next,places.results_number->six;
Show me the next three,places.show_next,places.results_number->three;
show me the next three .,places.show_next,places.results_number->three;
Show me the next three places,places.show_next,places.results_number->three;
Show me the next two places,places.show_next,places.results_number->two;
show me the number of my steps in a 500 meter walk,GetPhoneNumber,AbsoluteLocation->500 meter walk;
show me the opening hours of smokey park,GetHours,places.open_status->opening;places.place_name->smokey park;
Show me the previous,None,
show me the previous text,Communication_ShowPrevious,
show me the reminders,reminder.find_reminder,
show me the road to the church,GetRoute,places.place_type->church;
Show me the route to west avenue Miami Beach,GetRoute,AbsoluteLocation->west avenue Miami Beach;
Show me the top news,None,
Show me the traffic at my area,Places_CheckTraffic,
show me the traffic from work to home,Places_CheckTraffic,places.from_place_type->work;places.place_type->home;
show me the traffic right now from work to naperville,Places_CheckTraffic,places.time->now;places.from_place_type->work;AbsoluteLocation->naperville;
show me the tv lists in england,None,
Show me the walking dead season four,None,
show me your suggested menu for lunch,Places_GetMenu,places.meal_type->lunch;
show movies starring gary oldman,None,
show my program listing,None,
show second contact,communication.find_contact,communication.position_ref->second;
show the next message,communication.show_next,
show the next note,note.show_next,
Show the next please,None,
Show the previous please,ondevice.skip_back,
shut down,None,
Shut down Bluetooth,OnDevice.Settings.Off,ondevice.setting_type->Bluetooth;
shut down my work computer,None,
Shut down the device,None,
shut up,None,
Shut up.,None,
shut you down,None,
shutdown,None,
sigillo cellars tasting hours please,GetHours,places.place_name->sigillo cellars;places.amenities->tasting;
Sign in as Paul,None,
Sign in as Peter,None,
sign into my gmail account,None,
sign out of facebook please,None,
silence the phone,None,
silicon valley kids dentist reviews,places.get_reviews,places.place_name->silicon valley kids dentist;
six speed dial please,communication.set_speeddial,communication.speed_dial->six;
skip back a song,ondevice.skip_back,
skip pet shop boys please,None,
skip this one,ondevice.skip_forward,
Skip this song please,ondevice.skip_forward,
skype Alex please,MakeCall,communication.source_platform->skype;communication.contact_name->Alex;
skype Martha please,MakeCall,communication.source_platform->skype;communication.contact_name->Martha;
Sleep,None,
Sleep mode please,None,
Sleep please,None,
Snap game DVR .,None,
snap play my music,None,
snooze appointment,alarm.snooze,
snowshoe reservations please,Places_CreateReservation,places.place_name->snowshoe;
soda popinski sf,None,
sounds good,None,
speak trip note for me please,note.read_aloud,note.title->trip;
speaker mode off,communication.speakerphone_off,communication.audio_device_type->speaker;
speaker mode on please,Communication_EnableSpeaker,communication.audio_device_type->speaker;
speaker off please,communication.speakerphone_off,communication.audio_device_type->speaker;
speed dial list,communication.query_speeddial,
speed dial now please,MakeCall,
spotify pause please,None,
start a message about lyrics,SendEmail,communication.email_subject->lyrics;
Start a party with Chris,Calendar.Create_Calendar_Entry,calendar.title->party with Chris;
Start a party with Fred,note.create_note,note.note_text->party with Fred;
Start a party with James,Calendar.Create_Calendar_Entry,calendar.title->party with James;
Start a party with Lee,None,
Start a party with Martha,SendEmail,communication.contact_name->Martha;
Start a party with Max,None,
Start a party with Patrick,None,
Start a party with Paul,Calendar.Create_Calendar_Entry,calendar.title->party;calendar.contact_name->Paul;
Start a party with Rony,None,
Start a party with Sarah .,note.create_note,note.note_text->party with Sarah;
start master bedroom light .,None,
start menu,None,
Start recording my exercise notes,None,
start speaker . cancel,None,
Start the breaking news,None,
Start the Playlist of name 141819,PlayMusic,ondevice.music_playlist->141819;
stop any new appointments,Calendar.Find_Calendar_Entry,
stop call forwarding,Communication_Forwarding_Disable,
stop it you are really annoying,None,
stop listening,None,
stop movies,None,
Stop Pandora now please,None,
stop playing with life,None,
stop please,None,
Stop reading the note,note.read_aloud,
Stop saying that please,None,
stop the music,ondevice.pause,
Stop the playing music,ondevice.pause,
stop the track,ondevice.pause,
Stop using wifi .,OnDevice.Settings.Off,ondevice.setting_type->wifi;
Sure I confirm,None,
sure thing man,None,
switch off,None,
switch on bluetooth,OnDevice.Settings.On,ondevice.setting_type->bluetooth;
Switch on Wifi .,OnDevice.Settings.On,ondevice.setting_type->Wifi;
switch to calculator,None,
switch to excel,None,
switch to facebook,None,
switch to ie,None,
switch to league of legends,None,
Switch to local news,None,
switch to music,None,
Switch to party chat .,None,
Switch to the america canadian tv show,None,
Switch to the app,None,
switch to word,None,
sync video with my youtube account,None,
tacoma please,None,
take a picture with smart cam,None,
take a screenshot to onenote,None,
Take bus to Willow Knolls Cinemas,GetRoute,places.transportation_type->bus;places.place_name->Willow Knolls Cinemas;
take butter off of my shopping list .,note.create_note,note.note_text->take butter off;note.title->shopping list;
take lemons and onions off my shopping list,note.create_note,note.note_text->take lemons and onions off;note.title->shopping list;
take me to a tv grid of program listings,None,
take me to home screen,None,
take me to my game farmville,None,
take Shoes from Target shopping list,note.create_note,note.title->Shoes from Target shopping list;
Target phone number.,GetPhoneNumber,places.place_name->Target;
taxi to wall street please,Places.Book_Public_Transport,places.transportation_type->taxi;AbsoluteLocation->wall street;
Tell me apple store hours please,GetHours,places.place_name->apple store;
Tell me how many pushups to reach my target?,GetDistance,places.product->pushups;places.place_name->target;
Tell me the bus schedule kirkland 244,Places.Get_Public_Transport_Schedule,places.transportation_type->bus;places.public_transportation_route->kirkland 244;
Tell me the event details,None,
Tell me the flights schedule for Thursday,None,
Tell me the options of airplanes to visit paris,GetRoute,places.transportation_type->airplanes;AbsoluteLocation->paris;
tell me the petco lynnwood hours,GetHours,places.place_name->petco;AbsoluteLocation->lynnwood;
Tell me what are the most popular jonas brors albums,None,
Tell me what is the best place to eat dinner in hyderabad,FindPlaces,places.rating->best;places.service_provided->eat;places.meal_type->dinner;AbsoluteLocation->hyderabad;
temperature of delhi in celsius please,Weather.CheckWeather,weather.absolute_location->delhi;weather.temperature_unit->celsius;
text 426574 at 12 : 12,communication.send_text,communication.phone_number->426574 at 12 : 12;
text caller stating i am busy,Comunication_IgnoreIncoming,communication.message->i am busy;
text Carolina test,communication.send_text,communication.contact_name->Carolina;communication.message->test;
text Jeff Carlos in twenty minutes,communication.send_text,communication.contact_name->Jeff Carlos;
text Martin Kelly,communication.send_text,communication.contact_name->Martin Kelly;
that was good. Rate the new restaurant with 3 stars .,None,
The cinema opening hours please,GetHours,places.place_type->cinema;places.open_status->opening;
The closest publication please,FindPlaces,places.nearby->closest;places.place_type->publication;
The first search result please,None,
The good times tv show please,None,
The meeting will last for one hour,Calendar.Create_Calendar_Entry,calendar.duration->one hour;
the next please,None,
The previous track please,ondevice.skip_back,
The previous video please,None,
The workshop will last for 10 hours,Calendar.Create_Calendar_Entry,calendar.title->workshop;calendar.duration->10 hours;
tickets for nine inch nails in copenhagen,None,
tickets for toronto raptors please,None,
tickets for wicked please,None,
tickets to see hair at the hollywood bowl,None,
timbrekitchen reservation,None,
To buy list,reminder.create_single_reminder,reminder.reminder_text->buy list;
Trace my location,Trace_Location,
Translate for me Schedule a meeting in French,None,
Turn Bluetooth off .,OnDevice.Settings.Off,ondevice.setting_type->Bluetooth;
Turn Bluetooth on .,OnDevice.Settings.On,ondevice.setting_type->Bluetooth;
turn brightness up,ondevice.open_setting,ondevice.setting_type->brightness;
turn dimmer off,None,
Turn down brightness,ondevice.ondevice_other,ondevice.setting_type->brightness;
turn down the volume,ondevice.ondevice_other,
Turn off ac please,OnDevice.Settings.AC.Off,
turn off call forwarding,Communication_Forwarding_Disable,
turn off fan,OnDevice.Settings.Fan.Off,
turn off laptop,None,
turn off lights,OnDevice.Settings.Lights.Off,
Turn off my mobile,OnDevice.Settings.Mobile.Off,
turn off song,ondevice.pause,
turn off the device,None,
Turn off the music,ondevice.pause,
Turn off the power,OnDevice.Settings.Power.Off,
turn off venice lamp,OnDevice.Settings.Lights.Off,
turn off wifi,OnDevice.Settings.Off,ondevice.setting_type->wifi;
turn on call forwarding,Communication_Forwarding_Enable,
Turn on camera,None,
turn on fan,OnDevice.Settings.Fan.On,
turn on lights,OnDevice.Settings.Lights.On,
Turn on Narrator,None,
turn on quiet time,OnDevice.Settings.On,ondevice.setting_type->quiet time;
Turn on the hands - free mode,Communication_EnableSpeaker,communication.audio_device_type->hands - free;
Turn on the hands-free mode,Communication_EnableSpeaker,communication.audio_device_type->hands-free;
turn sound down,None,
Turn the bluetooth on and pair it with laptop,None,
Turn the fan to high,None,
turn the music off,None,
turn thermostat on 70 .,None,
Turn to bbc news please,None,
turn up brightness,ondevice.open_setting,ondevice.setting_type->brightness;
turn up my brightness,ondevice.open_setting,ondevice.setting_type->brightness;
turn up the brightness to fifty,ondevice.open_setting,ondevice.setting_type->brightness;
turn up the brightness to seventy five please,ondevice.open_setting,ondevice.setting_type->brightness;
turn volume up,None,
type in notepad,None,
uani street,None,
undo fold laundry reminder,reminder.delete_reminder,reminder.reminder_text->fold laundry;
unmute the music please,None,
unmute the sound,None,
unmute the volume,None,
Unmute volume,ondevice.open_setting,ondevice.setting_type->volume;
unpause the paused music,ondevice.resume,
update contact from Martha to sister,Communication_AssignName,communication.from_contact_name->Martha;communication.from_relationship_name->sister;
update note of number one,note.create_note,note.title->update;note.note_text->number one;
update reminder for courthouse,reminder.change_reminder,reminder.reminder_text->courthouse;
update weight please,None,
usc vs notre dame tickets please,None,
use call forwarding,Communication_Forwarding_Enable,
use text on incoming call,Comunication_IgnoreIncoming,
View Tom Chros availability,Calendar.Check_availability,calendar.contact_name->Tom Chros;
vine app on windows phone,None,
Visit 209 Nashville Gym tomorrow morning,None,
voice activated reading of appointments this week,Calendar.Find_Calendar_Entry,calendar.start_date->this week;
voice snap take a picture of blue,None,
voicesnap take a picture of my screen,None,
voicesnap take a picture of orange,None,
voicesnap take a picture of thermometer case,None,
Volume down 20 please,None,
volume down please,None,
volume low please,None,
waffles recipe is my new note to be created,note.create_note,note.note_text->waffles recipe is my new note to be created;
wait never mind i just told you never mind,None,
want to know my phone battery status,None,
watch dogs demo,None,
we finished our last task,None,
weaver st from home,GetRoute,places.place_name->weaver st;places.from_place_type->home;
what are some popular japanese movies,None,
what are the most popular Korean movies ?,None,
what can i say ?,None,
what is on television now,None,
What is the bus schedule today in dawsonville,Places.Get_Public_Transport_Schedule,places.transportation_type->bus;places.date->today;AbsoluteLocation->dawsonville;
what is the current time in Newyork,GetTime,
what is the next one ?,None,
What is the phone number for kroger in gainesville ga,GetPhoneNumber,places.place_name->kroger;AbsoluteLocation->gainesville ga;
What is the rain volume in sonoma county ?,Weather.CheckWeather,weather.weather_condition->rain;weather.absolute_location->sonoma county;
what is the weather conditions in indore?,Weather.CheckWeather,
What is the weather in redmond ?,Weather.CheckWeather,weather.absolute_location->redmond;
what movie is playing right now on spike tv,None,
what movies has jerry bruckheimer produced,None,
What movies in theater are now displaying ?,None,
what reminders do i have tomorrow ?,reminder.find_reminder,reminder.start_date->tomorrow;
what reminders do i have tomorrow?,reminder.find_reminder,reminder.start_date->tomorrow;
what routes avoid tolls when going to outback,GetRoute,places.avoid_route->tolls;places.place_name->outback;
What shall I eat today for lunch ?,FindPlaces,places.date->today;places.meal_type->lunch;
what tickets are still available at cinemark,None,
what time does sainsburys longbridge open tomorrow,GetHours,places.place_name->sainsburys;AbsoluteLocation->longbridge;places.open_status->open;places.date->tomorrow;
what time is it in seattle,GetTime,
what to wear in march in california,weather.check_weather_facts,weather.date_range->march;weather.absolute_location->california;
what wifi network am i connected to,None,
whatsapp Manuel Greg hello,None,
when does kirkland costco close today,GetHours,AbsoluteLocation->kirkland;places.place_name->costco;places.open_status->close;places.date->today;
when dominoz pizza gets open in indore,GetHours,
when is a good day to die hard playing,None,
when is frozen playing,None,
when is Paul available?,Calendar.Check_availability,calendar.contact_name->Paul;
when is the Central Library in indore is open,GetHours,
when library in indore is close,GetHours,
when will my taxi arrive ?,Places_Ensure_TravelTime,places.transportation_type->taxi;
where can I buy football tickets,None,
where can i go to have fun,None,
where i am driving right now,ShowMap,places.transportation_type->driving;places.time->now;
Where I can find a quiet cafe for studying ?,FindPlaces,places.atmosphere->quiet;places.place_type->cafe;
Where I can find barbeque tacos ?,FindPlaces,places.product->barbeque tacos;
Where I can find fishinger road dance class ?,FindPlaces,AbsoluteLocation->fishinger road;places.service_provided->dance class;
where is my phone,None,
Where is my taxi location ?,FindPlaces,places.transportation_type->taxi;
where is my windows phone,None,
where is nearest half price books,FindPlaces,places.nearby->nearest;places.price_range->half price;places.product->books;
Which contact is on speed dial one ?,MakeCall,communication.speed_dial->one;
which one serves steak,None,
who can I chat with ?,None,
who is online ?,None,
whose birthday is today,calendar.find_calendar_who,calendar.title->birthday;calendar.start_date->today;
wifi connectivity please,None,
will it be raining in ranchi,CheckWeather_Question,weather.weather_condition->raining;weather.absolute_location->ranchi;
will it rain this weekend,CheckWeather_Question,weather.weather_condition->rain;weather.date_range->this weekend;
will it snow today,CheckWeather_Question,weather.weather_condition->snow;weather.date_range->today;
Would you please make youtube music louder,None,
Write a note to Carolina asking her to check her inbox,note.create_note,note.note_text->Carolina asking her to check her inbox;
yeah l just finished this one,None,
Yeah ohh I confirm,None,
Yelp 5 stars for Fridays,None,
yelp best reviews for high schools,places.get_reviews,places.rating->best;places.place_type->high schools;
yep,None,
yep agreed,None,
yes,None,
yes call,MakeCall,
yes i saw,None,
yes.,None,
you need to be louder,None,
